firm_id,date,inflow,outflow,balance
F100007,2025-02-28,35743.5,17961.29,217967.71
F100007,2025-03-31,28501.73,15585.23,231513.7
F100007,2025-04-30,30223.85,14319.97,243948.82
F100007,2025-05-31,34256.79,14042.34,260298.09
F100007,2025-06-30,17997.99,8274.96,268647.23
F100007,2025-07-31,32737.82,16051.03,284437.45
F100007,2025-08-31,25466.33,13280.72,301876.04
F100008,2024-03-31,57679.39,47333.97,8527.57
F100008,2024-04-30,41412.91,28961.64,19416.46
F100008,2024-05-31,52692.64,37070.46,34754.56
F100008,2024-06-30,51186.44,36639.94,49462.27
F100008,2024-07-31,44467.48,29317.62,65522.73
F100008,2024-08-31,63977.15,43417.31,87905.02
F100008,2024-09-30,47435.24,37365.27,98539.17
F100008,2024-10-31,58734.19,39864.55,116659.23
F100008,2024-11-30,46804.58,39337.78,122780.08
F100008,2024-12-31,53851.82,33212.47,144683.03
F100008,2025-01-31,72839.29,47989.37,168079.1
F100008,2025-02-28,65288.6,36451.96,198431.29
F100008,2025-03-31,48915.73,37367.82,209581.54
F100008,2025-04-30,36013.71,26805.47,220308.55
F100008,2025-05-31,49910.24,35585.6,236482.59
F100008,2025-06-30,55886.91,33163.69,256518.01
F100008,2025-07-31,51152.04,42101.89,263755.29
F100008,2025-08-31,56413.99,35918.5,280545.94
F100009,2024-03-31,23250.46,14292.8,15976.83
F100009,2024-04-30,25247.35,14593.07,27871.26
F100009,2024-05-31,22239.14,10092.1,39380.09
F100009,2024-06-30,25088.66,13599.17,45619.28
F100009,2024-07-31,22355.12,11350.43,57159.06
F100009,2024-08-31,27619.83,13856.65,70074.53
F100009,2024-09-30,25332.45,14341.53,80464.84
F100009,2024-10-31,31754.91,17161.49,94400.16
F100009,2024-11-30,27212.12,12941.59,106420.24
F100009,2024-12-31,24254.3,9880.2,123656.54
F100009,2025-01-31,24420.19,15636.42,132101.14
F100009,2025-02-28,15897.39,9084.84,139085.68
F100009,2025-03-31,12966.02,6097.37,144332.56
F100009,2025-04-30,27813.91,11795.03,160534.5
F100009,2025-05-31,16469.43,6556.62,171236.92
F100009,2025-06-30,19532.83,9122.02,178216.21
F100009,2025-07-31,17511.85,10422.68,186431.09
F100009,2025-08-31,24191.58,12924.65,195140.61
F100010,2024-03-31,35526.79,17886.99,19619.39
F100010,2024-04-30,44272.79,19636.67,42803.8
F100010,2024-05-31,38470.18,17381.59,65147.37
F100010,2024-06-30,44679.35,24115.2,86353.62
F100010,2024-07-31,42602.35,20106.29,105613.22
F100010,2024-08-31,46407.35,26027.02,123000.23
F100010,2024-09-30,47973.95,21279.77,145220.56
F100010,2024-10-31,43798.76,19068.95,170740.72
F100010,2024-11-30,44020.92,20103.58,194683.08
F100010,2024-12-31,46518.42,19197.22,220493.19
F100010,2025-01-31,40667.53,22535.59,239418.11
F100010,2025-02-28,44726.84,20376.22,266729.63
F100010,2025-03-31,35449.5,19708.25,283876.94
F100010,2025-04-30,45884.24,20603.91,309046.36
F100010,2025-05-31,38512.7,20192.41,326551.19
F100010,2025-06-30,43979.9,21456.61,347816.59
F100010,2025-07-31,41010.43,19336.22,368580.55
F100010,2025-08-31,44921.35,22326.76,389939.04
F100011,2024-03-31,24031.58,16847.54,19845.69
F100011,2024-04-30,26753.69,18085.69,25778.18
F100011,2024-05-31,25614.02,17660.21,36125.24
F100011,2024-06-30,30215.78,19436.75,45523.62
F100011,2024-07-31,26057.88,20348.92,49933.37
F100011,2024-08-31,25786.71,18373.36,61824.38
F100011,2024-09-30,28144.6,23476.85,64816.09
F100011,2024-10-31,25662.17,22958.04,70965.88
F100011,2024-11-30,25463.84,20246.34,75541.42
F100011,2024-12-31,23919.48,19321.34,77054.59
F100011,2025-01-31,26313.18,17522.91,85507.0
F100011,2025-02-28,21546.66,18510.14,89733.42
F100011,2025-03-31,23419.77,17266.37,94500.46
F100011,2025-04-30,19419.81,15776.2,95257.17
F100011,2025-05-31,20773.92,16089.33,99587.73
F100011,2025-06-30,21425.64,14510.6,105419.58
F100011,2025-07-31,22574.48,16921.41,112804.28
F100011,2025-08-31,21915.41,19681.13,117165.58
F100012,2024-03-31,27555.69,17028.0,22289.45
F100012,2024-04-30,34553.46,19826.22,31792.3
F100012,2024-05-31,31544.58,20981.03,44077.09
F100012,2024-06-30,35517.96,20770.35,57188.16
F100012,2024-07-31,31577.51,18062.85,70826.04
F100012,2024-08-31,28109.82,20670.34,79366.21
F100012,2024-09-30,35637.07,19431.42,95913.73
F100012,2024-10-31,27869.21,18501.8,100443.91
F100012,2024-11-30,36904.44,21134.89,117330.5
F100012,2024-12-31,29553.69,15949.61,133188.46
F100012,2025-01-31,28350.15,20318.43,142685.46
F100012,2025-02-28,22380.22,14212.37,152873.44
F100012,2025-03-31,28006.18,15296.62,164049.96
F100012,2025-04-30,30148.79,14283.64,182680.85
F100012,2025-05-31,23981.27,14623.04,198947.18
F100012,2025-06-30,29415.03,17712.23,210838.62
F100012,2025-07-31,35605.78,17354.38,231999.06
F100012,2025-08-31,26602.29,16566.66,242757.09
F100013,2024-03-31,62496.19,27795.28,35767.5
F100013,2024-04-30,44434.64,22874.46,58541.79
F100013,2024-05-31,57025.77,31664.99,81760.76
F100013,2024-06-30,52489.14,24811.93,107866.61
F100013,2024-07-31,67206.35,30454.07,144561.0
F100013,2024-08-31,69631.49,25885.11,192550.74
F100013,2024-09-30,59360.58,26479.07,227987.3
F100013,2024-10-31,48518.35,23202.63,253939.61
F100013,2024-11-30,50015.47,24491.61,282242.58
F100013,2024-12-31,50295.86,20919.39,310931.98
F100013,2025-01-31,53566.83,22278.87,341979.76
F100013,2025-02-28,63806.57,32602.76,372410.68
F100013,2025-03-31,61576.48,25782.05,406826.42
F100013,2025-04-30,51260.93,22170.39,437726.8
F100013,2025-05-31,48304.45,27907.21,460582.7
F100013,2025-06-30,44117.45,21619.63,484362.09
F100013,2025-07-31,48151.47,19465.89,510950.5
F100013,2025-08-31,46966.8,21255.19,537663.73
F100014,2024-03-31,18553.71,14109.83,14511.9
F100014,2024-04-30,41835.84,29572.92,25841.24
F100014,2024-05-31,34087.42,25113.6,35500.35
F100014,2024-06-30,36639.63,27332.11,45597.07
F100014,2024-07-31,49487.08,25101.47,69503.68
F100014,2024-08-31,31747.35,21529.37,81317.39
F100014,2024-09-30,32852.32,19503.88,93305.69
F100014,2024-10-31,33305.52,20692.03,104187.79
F100014,2024-11-30,35197.21,28678.43,109387.58
F100014,2024-12-31,37198.49,23635.04,121506.3
F100014,2025-01-31,27760.64,15169.97,138280.31
F100014,2025-02-28,26507.06,19343.71,145530.56
F100014,2025-03-31,27900.91,15957.32,156389.99
F100014,2025-04-30,21010.14,12550.1,161858.71
F100014,2025-05-31,23205.59,16053.52,169954.8
F100014,2025-06-30,30272.43,19472.95,183811.4
F100014,2025-07-31,31410.98,19104.34,195176.2
F100014,2025-08-31,25736.67,20504.6,200246.05
F100015,2024-03-31,33065.41,15311.49,23463.01
F100015,2024-04-30,31435.74,12100.41,42073.12
F100015,2024-05-31,30370.02,15807.33,55896.41
F100015,2024-06-30,31474.87,18929.48,68083.46
F100015,2024-07-31,35761.44,15724.86,85847.42
F100015,2024-08-31,46685.81,20499.57,111768.96
F100015,2024-09-30,37638.13,14515.01,135841.73
F100015,2024-10-31,32872.63,14689.89,155246.47
F100015,2024-11-30,26661.07,11897.23,167859.47
F100015,2024-12-31,31014.43,13032.82,184912.26
F100015,2025-01-31,24340.54,12294.02,195587.57
F100015,2025-02-28,31576.5,16643.42,211010.2
F100015,2025-03-31,24561.49,11373.65,225690.88
F100015,2025-04-30,23107.6,11166.22,238255.08
F100015,2025-05-31,29883.34,14261.97,251033.0
F100015,2025-06-30,25885.78,11970.69,262167.06
F100015,2025-07-31,28091.95,11968.01,279348.66
F100015,2025-08-31,27339.49,12788.86,295535.43
F100016,2024-03-31,17561.74,10796.15,6013.0
F100016,2024-04-30,25872.88,13319.74,15877.66
F100016,2024-05-31,26238.08,12471.77,29108.38
F100016,2024-06-30,22926.33,11801.04,42406.32
F100016,2024-07-31,20925.32,13240.54,49461.24
F100016,2024-08-31,24674.35,16816.85,60889.98
F100016,2024-09-30,25459.91,12899.54,72417.1
F100016,2024-10-31,25452.49,13437.9,85293.8
F100016,2024-11-30,20800.7,13181.59,90812.07
F100016,2024-12-31,25027.64,11263.53,103105.66
F100016,2025-01-31,20040.51,11313.88,107527.56
F100016,2025-02-28,19825.27,12736.1,112001.39
F100016,2025-03-31,23451.06,12252.04,121184.32
F100016,2025-04-30,17377.33,8981.91,132124.21
F100016,2025-05-31,17267.88,11201.87,137870.99
F100016,2025-06-30,20279.79,10622.88,145415.41
F100016,2025-07-31,19666.03,10797.75,151909.03
F100016,2025-08-31,18075.1,11187.44,160613.87
F100017,2024-03-31,37003.24,17763.58,31316.71
F100017,2024-04-30,47896.53,24245.64,55009.99
F100017,2024-05-31,22510.72,10533.52,68977.09
F100017,2024-06-30,42271.59,20453.59,94042.26
F100017,2024-07-31,51013.93,23393.92,122950.57
F100017,2024-08-31,35745.6,18664.2,140268.17
F100017,2024-09-30,16065.09,9498.65,145038.04
F100017,2024-10-31,49411.14,28274.73,163485.51
F100017,2024-11-30,48395.4,24015.25,186069.61
F100017,2024-12-31,21922.67,10727.93,198866.71
F100017,2025-01-31,40384.02,22143.74,218118.77
F100017,2025-02-28,48438.4,23488.64,244765.55
F100017,2025-03-31,45181.48,24809.13,265865.02
F100017,2025-04-30,47263.6,23164.9,292324.78
F100017,2025-05-31,52129.02,25705.66,319862.94
F100017,2025-06-30,36959.79,16299.02,338243.34
F100017,2025-07-31,35090.53,16695.75,355306.09
F100017,2025-08-31,31872.35,18917.55,373723.47
F100018,2024-03-31,46089.84,23618.01,31412.6
F100018,2024-04-30,45751.75,19646.04,55162.73
F100018,2024-05-31,46238.84,24742.85,75715.01
F100018,2024-06-30,39244.64,26770.3,88151.39
F100018,2024-07-31,46570.75,25002.56,110059.63
F100018,2024-08-31,42368.77,24428.45,127103.81
F100018,2024-09-30,45985.4,18929.04,152918.16
F100018,2024-10-31,40196.54,20353.09,171372.28
F100018,2024-11-30,53160.74,31071.25,197167.51
F100018,2024-12-31,37214.66,22620.55,212878.06
F100018,2025-01-31,48228.82,19809.28,242895.43
F100018,2025-02-28,42430.29,20492.03,263587.24
F100018,2025-03-31,38676.84,19037.22,280226.02
F100018,2025-04-30,39258.85,20797.52,299217.98
F100018,2025-05-31,42916.43,19011.26,322935.38
F100018,2025-06-30,44510.63,22374.6,341446.24
F100018,2025-07-31,44690.21,21578.25,363861.02
F100018,2025-08-31,43262.89,21539.54,387803.22
F100019,2024-03-31,25074.3,16125.54,23189.97
F100019,2024-04-30,27014.03,17752.07,30336.62
F100019,2024-05-31,27353.26,22840.23,39333.33
F100019,2024-06-30,22215.33,16528.5,46819.81
F100019,2024-07-31,28563.77,22138.57,53035.43
F100019,2024-08-31,32830.25,20814.23,62590.94
F100019,2024-09-30,27265.87,18629.92,72237.42
F100019,2024-10-31,26534.95,18682.95,81798.18
F100019,2024-11-30,25175.23,18034.02,89541.65
F100019,2024-12-31,29872.08,23656.37,97876.86
F100019,2025-01-31,21580.08,17609.1,105525.08
F100019,2025-02-28,22526.83,17055.45,109296.4
F100019,2025-03-31,22993.99,15265.03,119479.95
F100019,2025-04-30,23720.11,14517.03,126044.96
F100019,2025-05-31,24844.34,14204.42,130463.9
F100019,2025-06-30,28998.95,16832.47,143330.81
F100019,2025-07-31,26326.28,19731.87,150742.6
F100019,2025-08-31,27134.79,19613.93,155606.67
F100020,2024-03-31,58884.75,27578.87,36261.89
F100020,2024-04-30,65292.8,43328.06,57284.63
F100020,2024-05-31,60127.32,38274.65,77836.47
F100020,2024-06-30,65501.92,33328.33,107378.73
F100020,2024-07-31,51009.24,31382.15,125537.53
F100020,2024-08-31,57871.68,27170.49,156613.65
F100020,2024-09-30,55095.12,27787.09,185658.03
F100020,2024-10-31,70294.28,34860.88,220448.74
F100020,2024-11-30,61478.81,34917.79,249433.26
F100020,2024-12-31,56799.29,32458.09,270582.54
F100020,2025-01-31,56739.92,29634.28,297861.21
F100020,2025-02-28,44494.04,26650.99,313329.21
F100020,2025-03-31,55541.73,27259.29,340723.03
F100020,2025-04-30,59198.7,28856.07,369983.03
F100020,2025-05-31,47206.7,27313.12,389179.07
F100020,2025-06-30,52961.18,29411.78,413847.21
F100020,2025-07-31,42962.94,25742.98,430886.59
F100020,2025-08-31,58949.07,36648.85,449022.34
F100021,2024-03-31,36073.41,24846.51,30207.28
F100021,2024-04-30,42567.2,25557.74,47421.36
F100021,2024-05-31,34417.62,21521.05,59642.98
F100021,2024-06-30,41568.47,31783.27,71673.3
F100021,2024-07-31,52807.48,26994.91,98853.12
F100021,2024-08-31,40263.41,21474.65,116305.34
F100021,2024-09-30,36970.79,26240.08,127777.26
F100021,2024-10-31,41959.67,23079.54,150436.15
F100021,2024-11-30,45375.23,27254.67,170816.64
F100021,2024-12-31,38430.49,21076.1,192301.08
F100021,2025-01-31,39111.97,21956.57,208129.78
F100021,2025-02-28,42875.86,22566.49,228690.82
F100021,2025-03-31,30988.58,23064.3,236258.89
F100021,2025-04-30,31551.8,18018.79,248551.51
F100021,2025-05-31,38404.73,24848.56,263280.84
F100021,2025-06-30,38754.89,23718.84,279155.88
F100021,2025-07-31,40693.37,22886.07,293842.45
F100021,2025-08-31,32516.13,28271.14,300242.4
F100022,2024-03-31,32073.74,17853.94,16574.83
F100022,2024-04-30,28755.25,16338.52,30553.43
F100022,2024-05-31,31129.81,17395.46,44990.92
F100022,2024-06-30,36404.4,19969.23,63192.9
F100022,2024-07-31,30317.9,22825.68,69832.52
F100022,2024-08-31,20777.99,15237.18,71600.71
F100022,2024-09-30,36667.69,21715.41,88580.78
F100022,2024-10-31,25763.28,18399.78,93696.0
F100022,2024-11-30,35507.85,21760.29,103189.37
F100022,2024-12-31,38527.91,24124.51,117586.77
F100022,2025-01-31,34293.33,19126.96,131291.71
F100022,2025-02-28,31873.57,20218.69,143092.33
F100022,2025-03-31,27310.18,21391.17,148574.87
F100022,2025-04-30,29577.74,19788.86,157009.76
F100022,2025-05-31,40725.04,25983.26,171196.87
F100022,2025-06-30,37778.35,23013.99,187656.93
F100022,2025-07-31,25399.47,15367.1,197247.67
F100022,2025-08-31,31834.98,20134.65,206075.52
F100023,2024-03-31,57130.97,32792.99,25742.82
F100023,2024-04-30,52847.16,28353.69,49965.23
F100023,2024-05-31,58669.45,37000.8,71113.73
F100023,2024-06-30,72887.22,40744.03,104847.63
F100023,2024-07-31,79229.32,41693.85,140967.5
F100023,2024-08-31,69168.55,40328.11,169642.15
F100023,2024-09-30,65173.75,32251.87,203090.89
F100023,2024-10-31,67861.3,42685.69,225532.27
F100023,2024-11-30,52281.12,34003.84,242646.91
F100023,2024-12-31,61045.1,36218.29,269631.7
F100023,2025-01-31,44160.36,30854.95,282941.4
F100023,2025-02-28,44276.08,30325.59,299600.5
F100023,2025-03-31,64099.61,36313.14,326138.72
F100023,2025-04-30,34397.97,19685.95,341204.32
F100023,2025-05-31,48533.06,25663.61,366106.41
F100023,2025-06-30,78084.02,45006.88,397270.55
F100023,2025-07-31,64692.03,41097.52,417383.47
F100023,2025-08-31,45507.66,30577.83,438305.78
F100024,2024-03-31,18928.28,13661.29,16399.52
F100024,2024-04-30,31763.13,17957.34,29005.31
F100024,2024-05-31,26877.45,15697.11,37809.25
F100024,2024-06-30,23543.33,13068.37,47496.41
F100024,2024-07-31,24704.76,15202.08,56125.03
F100024,2024-08-31,25949.95,18324.17,65519.19
F100024,2024-09-30,31264.89,16822.09,80746.11
F100024,2024-10-31,32256.38,20034.36,93702.42
F100024,2024-11-30,25641.08,15815.71,107617.43
F100024,2024-12-31,20362.45,12975.28,113532.07
F100024,2025-01-31,23001.57,16081.8,122096.29
F100024,2025-02-28,30254.0,13246.17,141213.2
F100024,2025-03-31,22078.64,15211.96,151498.95
F100024,2025-04-30,28525.1,16070.1,161471.15
F100024,2025-05-31,15414.21,10163.36,167716.27
F100024,2025-06-30,23579.83,16075.74,171213.63
F100024,2025-07-31,24338.61,14393.57,179920.03
F100024,2025-08-31,23904.33,15597.93,187284.68
F100025,2024-03-31,41230.51,20169.82,31443.87
F100025,2024-04-30,34330.09,24483.16,41968.68
F100025,2024-05-31,50217.6,29804.74,62297.38
F100025,2024-06-30,43088.08,24098.99,83263.04
F100025,2024-07-31,41975.28,24454.14,100161.78
F100025,2024-08-31,47633.35,21521.28,127257.71
F100025,2024-09-30,35686.84,18580.8,147023.5
F100025,2024-10-31,22080.62,10717.41,157076.92
F100025,2024-11-30,27660.32,14690.5,168418.16
F100025,2024-12-31,32639.01,21183.1,180481.55
F100025,2025-01-31,38439.21,23347.72,197357.79
F100025,2025-02-28,35412.56,18394.93,214617.9
F100025,2025-03-31,14260.67,10373.23,221373.38
F100025,2025-04-30,30682.43,17430.01,236608.67
F100025,2025-05-31,23137.06,12052.1,247578.49
F100025,2025-06-30,24516.18,16375.87,259566.05
F100025,2025-07-31,26364.36,16124.54,273435.23
F100025,2025-08-31,29711.99,17616.32,285399.63
F100026,2024-03-31,34282.48,17331.07,29336.18
F100026,2024-04-30,28756.52,13991.87,46392.81
F100026,2024-05-31,25744.77,12073.47,63272.93
F100026,2024-06-30,27823.41,13877.17,77793.79
F100026,2024-07-31,33479.55,19077.98,94546.74
F100026,2024-08-31,27729.89,14172.67,105457.11
F100026,2024-09-30,34643.21,15613.66,124548.17
F100026,2024-10-31,29459.21,14703.05,138234.28
F100026,2024-11-30,36083.68,19679.58,156555.4
F100026,2024-12-31,27932.78,12304.29,171827.18
F100026,2025-01-31,27222.09,14095.45,185151.65
F100026,2025-02-28,27799.06,14028.77,196748.86
F100026,2025-03-31,27466.55,14533.98,209529.04
F100026,2025-04-30,27211.98,13148.73,225047.86
F100026,2025-05-31,27036.89,15096.48,236920.22
F100026,2025-06-30,29824.42,15893.14,254367.03
F100026,2025-07-31,22277.85,11854.98,267339.09
F100026,2025-08-31,31688.3,14607.55,282293.54
F100027,2024-03-31,40319.04,21304.85,33995.43
F100027,2024-04-30,36567.66,18861.1,52972.81
F100027,2024-05-31,37664.87,25344.09,65326.6
F100027,2024-06-30,45934.09,25081.43,84771.5
F100027,2024-07-31,37680.33,21089.5,100947.47
F100027,2024-08-31,40154.79,20964.48,121317.71
F100027,2024-09-30,39450.67,20239.5,138347.56
F100027,2024-10-31,37782.56,18163.41,155516.04
F100027,2024-11-30,39916.02,22549.92,169799.99
F100027,2024-12-31,30935.4,21279.65,182306.82
F100027,2025-01-31,34293.29,19542.3,195445.67
F100027,2025-02-28,37788.15,19024.17,214643.57
F100027,2025-03-31,29363.8,18114.63,225805.85
F100027,2025-04-30,35389.9,20228.31,236547.56
F100027,2025-05-31,33650.72,21646.9,249756.08
F100027,2025-06-30,28298.75,19579.59,260449.89
F100027,2025-07-31,33367.23,18357.41,276580.77
F100027,2025-08-31,36077.93,20465.57,293180.57
F100028,2024-03-31,27551.38,24836.76,17456.14
F100028,2024-04-30,29450.76,20876.43,25343.26
F100028,2024-05-31,30056.89,19466.46,36744.18
F100028,2024-06-30,28056.02,21150.5,44630.44
F100028,2024-07-31,31218.35,23545.49,51174.67
F100028,2024-08-31,36521.43,27258.69,60778.09
F100028,2024-09-30,31970.01,24139.31,68232.34
F100028,2024-10-31,27737.19,25050.52,73603.37
F100028,2024-11-30,31256.52,25358.96,79068.58
F100028,2024-12-31,32239.16,20905.59,89017.85
F100028,2025-01-31,32392.26,19674.83,101520.86
F100028,2025-02-28,25905.94,21729.78,106076.53
F100028,2025-03-31,26415.53,17993.52,115303.18
F100028,2025-04-30,20429.75,14821.85,123949.85
F100028,2025-05-31,26424.23,16672.81,134593.56
F100028,2025-06-30,32606.65,19618.47,143858.96
F100028,2025-07-31,34596.92,23077.39,152348.7
F100028,2025-08-31,31401.97,22048.67,158841.49
F100029,2024-03-31,43596.66,32580.71,20641.82
F100029,2024-04-30,46063.26,31339.2,36001.07
F100029,2024-05-31,48723.98,34838.15,50659.2
F100029,2024-06-30,42699.23,33884.25,56182.58
F100029,2024-07-31,48233.71,34149.98,74057.07
F100029,2024-08-31,50084.44,33624.34,93582.43
F100029,2024-09-30,60259.66,34161.91,118976.74
F100029,2024-10-31,43115.37,30711.26,131878.29
F100029,2024-11-30,48324.25,27304.4,155187.33
F100029,2024-12-31,47447.9,31137.33,173523.53
F100029,2025-01-31,53269.94,32579.66,187950.01
F100029,2025-02-28,50987.18,30983.87,207937.5
F100029,2025-03-31,40938.95,28855.57,221615.42
F100029,2025-04-30,37528.28,30510.1,225212.66
F100029,2025-05-31,42629.99,26714.22,241193.06
