firm_id,month,sales,purchases,tax_paid
F100013,2025-03,64502.64,29917.11,6571.25
F100013,2025-04,52022.45,21778.13,5746.42
F100013,2025-05,59131.05,29537.34,5622.81
F100013,2025-06,54720.21,22703.63,6083.15
F100013,2025-07,51108.8,21704.51,5586.81
F100013,2025-08,46077.78,22282.01,4521.2
F100014,2024-03,21120.44,14895.85,1182.67
F100014,2024-04,43359.19,28278.83,2865.27
F100014,2024-05,40742.46,26819.5,2645.36
F100014,2024-06,43545.6,28232.51,2909.49
F100014,2024-07,48323.86,29350.14,3605.01
F100014,2024-08,34586.91,21140.3,2554.86
F100014,2024-09,33521.58,20182.0,2534.52
F100014,2024-10,34572.65,22445.76,2304.11
F100014,2024-11,41938.75,28517.01,2550.13
F100014,2024-12,42841.42,25045.94,3381.14
F100014,2025-01,27249.56,17186.15,1912.05
F100014,2025-02,31644.06,21459.53,1935.06
F100014,2025-03,30076.49,17516.44,2386.41
F100014,2025-04,22161.39,13555.17,1635.18
F100014,2025-05,28739.06,17609.77,2114.57
F100014,2025-06,32069.67,20211.22,2253.1
F100014,2025-07,35879.96,22261.62,2587.48
F100014,2025-08,31105.14,21776.07,1772.52
F100015,2024-03,35478.1,16700.01,3567.84
F100015,2024-04,31244.35,12952.95,3475.37
F100015,2024-05,35994.99,17957.54,3427.12
F100015,2024-06,36646.89,18358.12,3474.87
F100015,2024-07,38706.48,16030.83,4308.37
F100015,2024-08,44781.08,21765.47,4372.97
F100015,2024-09,37041.3,16020.27,3994.0
F100015,2024-10,35217.98,15382.34,3768.77
F100015,2024-11,30720.94,12910.45,3383.99
F100015,2024-12,31244.4,15265.02,3036.08
F100015,2025-01,29232.22,13226.56,3041.08
F100015,2025-02,35868.11,17197.21,3547.47
F100015,2025-03,29643.38,12497.63,3257.69
F100015,2025-04,26828.23,12879.82,2650.2
F100015,2025-05,30389.74,14831.85,2956.0
F100015,2025-06,27605.92,11921.55,2980.03
F100015,2025-07,30343.77,13787.86,3145.62
F100015,2025-08,33662.4,14941.54,3556.96
F100016,2024-03,21479.04,10942.17,2002.0
F100016,2024-04,26226.25,13267.34,2462.19
F100016,2024-05,25047.42,13880.27,2121.76
F100016,2024-06,23754.27,11789.19,2273.36
F100016,2024-07,23891.16,12914.21,2085.62
F100016,2024-08,29108.76,16580.17,2380.43
F100016,2024-09,26261.52,12795.63,2558.52
F100016,2024-10,25650.89,14128.03,2189.34
F100016,2024-11,24218.89,13884.89,1963.46
F100016,2024-12,23961.11,12021.84,2268.46
F100016,2025-01,20967.89,10935.48,1906.16
F100016,2025-02,22517.02,12468.87,1909.15
F100016,2025-03,23080.97,13453.01,1829.31
F100016,2025-04,19935.13,10239.23,1842.22
F100016,2025-05,20223.8,10794.67,1791.53
F100016,2025-06,21219.54,10415.68,2052.73
F100016,2025-07,22650.62,11493.82,2119.79
F100016,2025-08,22225.54,12185.79,1907.55
F100017,2024-03,35284.84,17184.8,3439.01
F100017,2024-04,47370.55,23993.01,4441.73
F100017,2024-05,22058.06,12087.03,1894.49
F100017,2024-06,41075.94,21737.08,3674.38
F100017,2024-07,50875.31,25481.66,4824.79
F100017,2024-08,41072.19,19005.86,4192.6
F100017,2024-09,19606.21,9267.63,1964.33
F100017,2024-10,50199.89,26944.17,4418.59
F100017,2024-11,47720.45,24118.51,4484.37
F100017,2024-12,21627.85,11535.53,1917.54
F100017,2025-01,43366.44,22030.39,4053.85
F100017,2025-02,54218.18,26789.73,5211.4
F100017,2025-03,53669.96,26987.53,5069.66
F100017,2025-04,46097.55,24045.3,4189.93
F100017,2025-05,56255.19,29220.14,5136.66
F100017,2025-06,38778.04,18863.91,3783.68
F100017,2025-07,36887.15,17913.78,3604.94
F100017,2025-08,37096.72,18333.44,3565.02
F100018,2024-03,52886.78,27325.62,4856.62
F100018,2024-04,44977.19,22525.71,4265.78
F100018,2024-05,50224.98,23910.18,4999.81
F100018,2024-06,48076.02,25829.52,4226.84
F100018,2024-07,50247.29,26664.23,4480.78
F100018,2024-08,49636.18,24628.37,4751.48
F100018,2024-09,50442.21,22237.75,5358.85
F100018,2024-10,46260.54,20745.21,4847.91
F100018,2024-11,56175.84,29779.15,5015.37
F100018,2024-12,44610.77,22920.57,4121.14
F100018,2025-01,46425.4,21692.96,4699.16
F100018,2025-02,41982.66,20459.29,4089.44
F100018,2025-03,42239.41,18793.74,4454.68
F100018,2025-04,43186.13,21533.91,4113.92
F100018,2025-05,41459.04,20319.74,4016.47
F100018,2025-06,47597.68,23295.3,4617.45
F100018,2025-07,45788.77,23146.27,4302.08
F100018,2025-08,43405.95,20875.8,4280.73
F100019,2024-03,30182.99,18299.49,2257.87
F100019,2024-04,29775.11,19109.45,2026.48
F100019,2024-05,32791.74,22724.68,1912.74
F100019,2024-06,26722.59,19056.34,1456.59
F100019,2024-07,35447.05,24442.46,2090.87
F100019,2024-08,33035.14,21186.21,2251.3
F100019,2024-09,29941.71,19067.19,2066.16
F100019,2024-10,28046.14,19586.63,1607.31
F100019,2024-11,28069.94,19544.97,1619.74
F100019,2024-12,33750.9,23147.81,2014.59
F100019,2025-01,24019.0,16771.48,1377.03
F100019,2025-02,25977.15,17255.64,1657.09
F100019,2025-03,22494.68,15136.68,1398.02
F100019,2025-04,23264.23,14633.61,1639.82
F100019,2025-05,25596.3,15900.31,1842.24
F100019,2025-06,28010.37,18400.25,1825.92
F100019,2025-07,29187.17,21264.3,1505.35
F100019,2025-08,29539.43,21359.64,1554.16
F100020,2024-03,61481.93,31313.04,5732.09
F100020,2024-04,77090.3,42409.12,6589.42
F100020,2024-05,64453.7,37890.65,5046.98
F100020,2024-06,67334.56,37214.97,5722.72
F100020,2024-07,59524.39,34972.54,4664.85
F100020,2024-08,59133.59,30814.29,5380.67
F100020,2024-09,64145.05,32619.78,5989.8
F100020,2024-10,73582.82,35742.62,7189.64
F100020,2024-11,65019.67,37449.57,5238.32
F100020,2024-12,55225.3,31447.59,4517.76
F100020,2025-01,64712.48,32332.03,6152.29
F100020,2025-02,53881.56,31303.44,4289.84
F100020,2025-03,58534.3,30467.22,5332.75
F100020,2025-04,62065.66,32290.85,5657.22
F100020,2025-05,58210.56,29121.03,5527.01
F100020,2025-06,58799.38,32789.45,4941.89
F100020,2025-07,50589.77,28343.41,4226.81
F100020,2025-08,64824.71,35447.37,5581.69
F100021,2024-03,44734.83,29180.0,2955.42
F100021,2024-04,44631.55,28728.37,3021.6
F100021,2024-05,34739.04,23961.56,2047.72
F100021,2024-06,48254.29,30276.18,3415.84
F100021,2024-07,50530.51,30158.39,3870.7
F100021,2024-08,40094.81,23730.55,3109.21
F100021,2024-09,45425.83,29692.62,2989.31
F100021,2024-10,40718.55,24228.18,3133.17
F100021,2024-11,49012.22,29987.6,3614.68
F100021,2024-12,36737.67,23557.55,2504.22
F100021,2025-01,39937.58,24812.71,2873.73
F100021,2025-02,41495.36,24194.26,3287.21
F100021,2025-03,35512.21,24735.27,2047.62
F100021,2025-04,30086.42,18747.64,2154.37
F100021,2025-05,37820.17,25812.63,2281.43
F100021,2025-06,38509.69,25229.91,2523.16
F100021,2025-07,40323.59,25878.96,2744.48
F100021,2025-08,39215.0,27307.77,2262.37
F100022,2024-03,34188.76,20799.76,2543.91
F100022,2024-04,27539.51,17955.81,1820.9
F100022,2024-05,30560.58,18310.87,2327.44
F100022,2024-06,36019.25,20496.06,2949.41
F100022,2024-07,34343.09,22444.38,2260.76
F100022,2024-08,23904.7,15521.43,1592.82
F100022,2024-09,44952.92,25525.17,3691.27
F100022,2024-10,29428.88,17553.02,2256.41
F100022,2024-11,36902.33,21832.38,2863.29
F100022,2024-12,43635.29,24287.57,3676.07
F100022,2025-01,40651.27,22248.45,3496.54
F100022,2025-02,34196.23,20598.14,2583.64
F100022,2025-03,33568.2,20905.46,2405.92
F100022,2025-04,31361.5,20365.54,2089.23
F100022,2025-05,39923.04,24868.07,2860.44
F100022,2025-06,40373.62,25529.66,2820.35
F100022,2025-07,30146.63,17995.45,2308.72
F100022,2025-08,38904.03,21414.42,3323.03
F100023,2024-03,68777.12,37672.57,5909.86
F100023,2024-04,57434.55,30213.11,5172.07
F100023,2024-05,68301.85,36632.65,6017.15
F100023,2024-06,74517.64,41772.28,6221.62
F100023,2024-07,84178.41,47501.28,6968.65
F100023,2024-08,75578.33,41125.42,6546.05
F100023,2024-09,64819.35,34097.9,5837.08
F100023,2024-10,68690.28,41637.94,5139.94
F100023,2024-11,61615.93,34692.14,5115.52
F100023,2024-12,68427.24,42116.85,4998.97
F100023,2025-01,47865.14,29632.1,3464.28
F100023,2025-02,49444.58,30286.4,3640.05
F100023,2025-03,65218.2,34865.58,5767.0
F100023,2025-04,40471.49,22563.79,3402.46
F100023,2025-05,50974.07,28004.19,4364.28
F100023,2025-06,78824.93,46557.3,6130.85
F100023,2025-07,78591.79,42774.09,6805.36
F100023,2025-08,56667.52,31315.43,4816.9
F100024,2024-03,23368.02,13217.34,1928.63
F100024,2024-04,33136.79,17557.64,2960.04
F100024,2024-05,28275.13,15177.35,2488.58
F100024,2024-06,23886.28,14530.88,1777.53
F100024,2024-07,25370.33,15462.29,1882.53
F100024,2024-08,32013.86,17899.08,2681.81
F100024,2024-09,31875.22,16826.34,2859.29
F100024,2024-10,32638.59,20410.91,2323.26
F100024,2024-11,27021.63,16945.4,1914.49
F100024,2024-12,24852.97,14770.87,1915.6
F100024,2025-01,25361.09,15972.99,1783.74
F100024,2025-02,28833.75,15473.7,2538.41
F100024,2025-03,25556.74,15298.92,1948.98
F100024,2025-04,29281.24,15963.42,2530.39
F100024,2025-05,18763.5,11443.26,1390.85
F100024,2025-06,26289.8,15373.57,2074.08
F100024,2025-07,27719.09,15728.29,2278.25
F100024,2025-08,28112.78,16829.12,2143.89
F100025,2024-03,41492.93,22013.69,3701.05
F100025,2024-04,42497.24,23496.57,3610.13
F100025,2024-05,54444.84,29594.94,4721.48
F100025,2024-06,41524.19,23778.51,3371.68
F100025,2024-07,46089.78,24912.36,4023.71
F100025,2024-08,47278.92,24158.48,4392.88
F100025,2024-09,35581.2,18328.96,3277.93
F100025,2024-10,21934.49,11644.2,1955.16
F100025,2024-11,29313.12,14697.83,2776.9
F100025,2024-12,38646.1,21633.3,3232.43
F100025,2025-01,46442.47,26798.16,3732.42
F100025,2025-02,35446.69,20944.3,2755.45
F100025,2025-03,17482.05,9984.86,1424.47
F100025,2025-04,35995.38,18538.82,3316.75
F100025,2025-05,26067.23,13054.26,2472.46
F100025,2025-06,29332.77,17562.74,2236.31
F100025,2025-07,30681.72,17628.54,2480.1
F100025,2025-08,33895.94,20610.98,2524.14
F100026,2024-03,38091.38,17207.29,3967.98
F100026,2024-04,31358.62,15284.6,3054.06
F100026,2024-05,30352.75,13733.64,3157.63
F100026,2024-06,30664.27,14092.72,3148.59
F100026,2024-07,39408.82,18328.11,4005.34
F100026,2024-08,29826.6,15415.96,2738.02
F100026,2024-09,36402.56,16900.13,3705.46
F100026,2024-10,31022.49,15158.12,3014.23
F100026,2024-11,37767.47,19995.83,3376.61
F100026,2024-12,31471.51,13899.71,3338.64
F100026,2025-01,30821.39,14323.59,3134.58
F100026,2025-02,33683.58,15852.85,3387.84
F100026,2025-03,32735.64,16351.99,3112.89
F100026,2025-04,29408.55,12858.82,3144.45
F100026,2025-05,27896.53,14798.47,2488.63
F100026,2025-06,33849.65,15998.87,3391.65
F100026,2025-07,25499.59,12506.49,2468.69
F100026,2025-08,33491.71,17147.28,3105.44
F100027,2024-03,39361.73,20642.59,3556.64
F100027,2024-04,38513.04,20154.4,3488.14
F100027,2024-05,43207.36,25852.32,3297.46
F100027,2024-06,45528.51,25827.37,3743.22
F100027,2024-07,39233.53,21676.66,3335.8
F100027,2024-08,40471.18,24326.52,3067.48
F100027,2024-09,43583.06,23419.22,3831.13
F100027,2024-10,38638.34,21129.54,3326.67
F100027,2024-11,40076.81,24375.35,2983.28
F100027,2024-12,36580.42,20726.74,3012.2
F100027,2025-01,39318.82,21943.24,3301.36
F100027,2025-02,38298.24,20374.91,3405.43
F100027,2025-03,34445.01,18312.25,3065.22
F100027,2025-04,35106.56,20788.82,2720.37
F100027,2025-05,36223.59,21000.95,2892.3
F100027,2025-06,31706.84,19129.73,2389.65
F100027,2025-07,36864.08,21520.04,2915.37
F100027,2025-08,35266.45,21337.68,2646.47
F100028,2024-03,33870.67,24476.11,1784.97
F100028,2024-04,31529.24,22377.76,1738.78
F100028,2024-05,31505.46,19380.15,2303.81
F100028,2024-06,33964.66,23773.7,1936.28
F100028,2024-07,37836.65,23482.62,2727.26
F100028,2024-08,36517.32,26559.83,1891.92
F100028,2024-09,36550.49,26670.26,1877.24
F100028,2024-10,33060.79,24076.41,1707.03
F100028,2024-11,34916.14,25514.22,1786.37
F100028,2024-12,33235.73,24209.51,1714.98
F100028,2025-01,31091.0,22948.15,1547.14
F100028,2025-02,31535.79,22358.09,1743.76
F100028,2025-03,32479.83,20777.64,2223.42
F100028,2025-04,22965.05,15229.05,1469.84
F100028,2025-05,25932.52,18555.02,1401.73
F100028,2025-06,33375.75,20440.24,2457.75
F100028,2025-07,32993.84,24472.32,1619.09
F100028,2025-08,30792.09,21767.15,1714.74
F100029,2024-03,46885.99,31587.22,2906.77
F100029,2024-04,48420.81,31274.93,3257.72
F100029,2024-05,49905.95,34287.17,2967.57
F100029,2024-06,52156.62,34372.26,3379.03
F100029,2024-07,55120.33,38354.33,3185.54
F100029,2024-08,49520.9,33821.06,2982.97
F100029,2024-09,62015.89,37973.11,4568.13
F100029,2024-10,49297.61,33506.6,3000.29
F100029,2024-11,47446.59,28665.35,3568.43
F100029,2024-12,53722.33,34438.34,3663.96
F100029,2025-01,51451.84,36446.86,2850.95
F100029,2025-02,50189.17,36249.49,2648.54
F100029,2025-03,43305.52,30286.82,2473.55
F100029,2025-04,46465.06,31158.12,2908.32
F100029,2025-05,42351.92,26899.59,2935.94
F100029,2025-06,56766.27,38330.48,3502.8
F100029,2025-07,52233.47,34175.95,3430.93
F100029,2025-08,52573.78,33249.88,3671.54
F100030,2024-03,24067.0,13897.41,1932.22
F100030,2024-04,22646.6,12624.29,1904.24
F100030,2024-05,22776.01,12831.39,1889.48
F100030,2024-06,27619.63,15700.61,2264.61
F100030,2024-07,24793.62,14303.1,1993.2
F100030,2024-08,25212.46,13568.4,2212.37
F100030,2024-09,22340.11,11718.57,2018.09
F100030,2024-10,22187.02,10943.47,2136.27
F100030,2024-11,22173.21,12864.7,1768.62
F100030,2024-12,22369.6,11200.14,2122.2
F100030,2025-01,22282.64,11991.05,1955.4
F100030,2025-02,19810.4,9536.35,1952.07
F100030,2025-03,20496.09,10729.61,1855.63
F100030,2025-04,18578.92,9903.22,1648.38
F100030,2025-05,19352.02,9517.13,1868.63
F100030,2025-06,24137.5,13444.28,2031.71
F100030,2025-07,20466.2,9829.87,2020.9
F100030,2025-08,19542.74,10849.76,1651.67
F100031,2024-03,48109.77,30519.02,3342.24
F100031,2024-04,45153.71,32711.45,2364.03
F100031,2024-05,42733.41,30318.67,2358.8
F100031,2024-06,37981.11,24497.58,2561.87
F100031,2024-07,35043.9,25228.62,1864.9
F100031,2024-08,45456.91,33028.94,2361.31
F100031,2024-09,50225.85,32658.76,3337.75
F100031,2024-10,49309.75,37137.01,2312.82
F100031,2024-11,50313.75,32682.7,3349.9
F100031,2024-12,44589.58,30859.17,2608.78
F100031,2025-01,38419.63,29037.48,1782.61
F100031,2025-02,39465.51,24830.83,2780.59
F100031,2025-03,34910.83,23852.52,2101.08
F100031,2025-04,30348.5,21380.72,1703.88
F100031,2025-05,38557.43,24951.74,2585.08
F100031,2025-06,36620.7,25073.91,2193.89
F100031,2025-07,52328.64,36439.74,3018.89
F100031,2025-08,43380.72,27565.26,3004.94
F100032,2024-03,40442.31,20434.39,3801.51
F100032,2024-04,41716.56,23210.44,3516.16
F100032,2024-05,36380.98,18720.6,3355.47
F100032,2024-06,33445.45,18779.74,2786.48
F100032,2024-07,45465.8,27086.0,3492.16
